,Reviews,Bank
1051,Highly not recommended..,SBI-Visa-Credit-Card
1052,They call us frequently and they don't even convey what are the card benefits and how they work..,SBI-Visa-Credit-Card
1053,I got a SBI credit card last year..i was not even set the card pin for 2 3 months..but a bill has been generated to my mail and it says that i have not paid my bill..,SBI-Visa-Credit-Card
1054,How can a card which has not been used and even pin has not been set for it could generate a bill..,SBI-Visa-Credit-Card
1055,I visited my nearest branch but there was not proper response..,SBI-Visa-Credit-Card
1056,Now i ended up with low cibil score becoz of this,SBI-Visa-Credit-Card
1057,I request people not to trust them!????,SBI-Visa-Credit-Card
1058,"I recently got the SBI Visa Credit Card and I must say, it has been a great experience so far. The application process was quick and easy, and I was approved within a few days. The card itself looks sleek and professional, and it's accepted at a wide range of merchants.",SBI-Visa-Credit-Card
1059,"One of the things I love about the SBI Visa Credit Card is the rewards program. I earn points every time I use my card, and these points can be redeemed for a variety of rewards such as cashback, gift cards, and travel vouchers. Plus, the points don't expire, so I can save them up and use them whenever I want.",SBI-Visa-Credit-Card
1060,"Another great feature of this card is the fraud protection. I feel secure using my SBI Visa Credit Card because I know that I'm protected against unauthorized transactions. Plus, the customer service is excellent - any time I've had a question or concern, the representatives have been friendly, helpful, and efficient.",SBI-Visa-Credit-Card
1061,"Overall, I highly recommend the SBI Visa Credit Card to anyone looking for a reliable credit card with great rewards and top-notch customer service. It's a fantastic way to build credit, earn rewards, and have peace of mind knowing that your purchases are protected.",SBI-Visa-Credit-Card
1062,"First of all....I would like to say that all of SBI cards have a membership fee, even the useless one's like 'simply save', the shittiest card of SBI credit cards. The amount of offers and rewards you get for using these cards is not even better than some of the free cards in the market like RBL Bank or Indusind bank cards. The remaining displeasure you'll get from the customer care. Nothing is straightforward with these guys. If you ask something, you'll be diverted, misled and just plain disconnected. No help writing emails to these guys as well as they'll block your number from accessing the nodal officer complaint and what not. Card closure takes forever and is a gruesome task. Just don't buy any SBI credit card or you'll keep regretting until it is closed forver.",SBI-Visa-Credit-Card
1063,"One of the worst card with main aim to cheat customers. All idiots are managing customer service, neither they understand issues nor they resolve. There are lots of other free credit cards in market,  don't go for SBI credit card",SBI-Visa-Credit-Card
1064,"I have a major dispute with the way SBI has charged their customers more than the actual amount. If I have spent Rs.10 then SBI can not charge Rs.14 and then credit Rs.2 as surcharge waiver. In the same way the SBI card has duped me. I have attached the documents wherein it is clearly shown the exact amount. I will surely take more and strict legal action if such things are not taken care by you and not resolving my problem. I am attaching all the documents. The customer care executive called me today that SBI has charged correct amount. Worst experience ever. I will make sure to take this matter to the highest authority, if these are not being stopped and a fair and actual amount is being deduced.",SBI-Visa-Credit-Card
1065,"They will deduct without unforming and charges are high, there is no proper customer care response.....",SBI-Visa-Credit-Card
1066,Sbi cedit card service sbse bekar service hai mujhe lgta hai anya credit card ki service sbi ke mukable jyda acchi hogi kyonki sbi aapko deta hai bina credit card or bina shoping ke bhi bill generate  krni ki suvidha or agar aap chahte hai credit ko bnd krna to server down btane ki suvidha,SBI-Visa-Credit-Card
1067,Rbl bank credit card no response for customer an very bad service Emi tenure rate High Roung bill showing anytime soon no likes this rbl credit card an first an last,RBL-Bank-Fun-Credit-Card
1068,I am eligible RBL credit card but I have no received card application was under processing last 30 days,RBL-Bank-Fun-Credit-Card
1069,Don’t go for this credit card at all even if they gives any rewards to use it,RBL-Bank-Fun-Credit-Card
1070,They only professional to cheat you by putting fake charges and fake customers care commitments,RBL-Bank-Fun-Credit-Card
1071,Overall conclusion is the person who use this credit card is a real fool or dumb,RBL-Bank-Fun-Credit-Card
1072,I sent a mail to customer  care service  because declined  money  not refunded.No body called me till now,RBL-Bank-Fun-Credit-Card
1073,10 days over,RBL-Bank-Fun-Credit-Card
1074,I just want to close this card.very very poor customer  care,RBL-Bank-Fun-Credit-Card
1075,Koi bhi rbl bank me ac na khulwaye ye aapka data bank detail bechti hai mere sath fraud hua mera data kisi scamer ko de Diya scamer ne call Kiya or mera card na or card limit bataya or bola aapka card limit badha dunga me bola nhi chiye to gali dene laga fir dusre din mere credit card se 34900 rupe debit kar liya rbl bank ko complin kiya to bole 180 din me investigatin kar ke bata dunga or ab bol rahi aapke mobile se OTP ke dwara pese nikle Hain  ye bank ka card lene ka matalb hai apna ghar bech ke inko pese do koi bhi Inka card na le nhi to aapka data bech degi or aapke sare acount ke pese uda lenge me bihar se hu mere card se mumbai me shoping kiya or card mere sath hai me screen shot bhi diya hu jo mumbai me shoping hua,RBL-Bank-Fun-Credit-Card
1076,I have used all the branded credit cards but RBL is pathetic and worstest credit card service.,RBL-Bank-Fun-Credit-Card
1077,I applied paisa on demand card which was mentioned on paisabazar that it would be life time free.,RBL-Bank-Fun-Credit-Card
1078,After calling to RBL credit card they said your card is not life time and I shouted on them to make it life time then they did.,RBL-Bank-Fun-Credit-Card
1079,"RBL bank don't allow the customers to see past statements, Your reward points and your cashback they intentionally hide it from their customers so that customer can't check what cashback and reward point they are earning or not.suprisingly they claimed to provide 1% flat cash back on all transactions but I don't receive and when I call the RBL credit card they make me fool that your cash back will be credit in the next statement. And since last 6 months i am not getting any update about my cashback and they are not providing it.",RBL-Bank-Fun-Credit-Card
1080,Please don't use RBL bank credit cards paisabazaar and bank bazaar they make fool all their customers. Always check online reviews before applying any credit card. I am preparing to file a court case against RBL soon to teach them a lession.,RBL-Bank-Fun-Credit-Card
1081,"I strongly recommended all those who want to take RBL CARD PLS PLS DO NOT TAKE THIS CARD even you fail / forgot to pay cc bills they will call you 100 times , they never listen to the customer and even they charged huge amount of penalty and charges I have a proof you can check it , they r making a trap for you",RBL-Bank-Fun-Credit-Card
1082,I have been with them since 2017 and this is I missed on payment and they text me and harasing me make payment or they will come to my home. Even I have card with ICICI they never haras you at all.,RBL-Bank-Fun-Credit-Card
1083,They called and said it is free of charge. And once you send your adhar card they will issue the card and charge you annual fees + gst. When I said I will complain the executive said please dont do that as they will lose the job. At that time I thought let's leave it but when I see it here they are doing this with everyone,RBL-Bank-Fun-Credit-Card
1084,I will not recommend this Card. I have not used  yet. I had tried too many ways to cancel this RBL Card at the beginning I lost my time and peaceful mind. Now they charging 999+ GST. For one year. Still iam trying to cancel this,RBL-Bank-Fun-Credit-Card
1085,Froud credit card bank they are applying too much of extra fees and charges. Customer care also worst. I asked why did you put charges and fees they told me membership charge. Nearly 1000 rs membership charge. Worst credit card. So don't take credit card in this bank,RBL-Bank-Fun-Credit-Card
1086,Pls I suggest you to do not take this card they cut any amt from your card,RBL-Bank-Fun-Credit-Card
1087,From last 3 year I already lost many amt in this fake RBL credit card,RBL-Bank-Fun-Credit-Card
1088,"I mistake I made i made downloaded Bajaj Finserv app I wanted buy buy products though EMI option I chosen wrong company any way initially to activate that festive card they said have to pay one time 499 so I paid it, later some one called me said you have to take Bajaj health insurance otherwise I can't use that card for that I paid 799, later I haven't used single rupee on that card but after one month I got a message that I have a due amount of 1768 thay said it's one time anul feedon't wanted to loose my CIBIL score I paid that too",RBL-Bank-Fun-Credit-Card
1089,I request you all never choose RBL credit card it's a worst credit card company I have ever seen I can't even give a star for this worst company,RBL-Bank-Fun-Credit-Card
1090,"Dear indians,",RBL-Bank-Fun-Credit-Card
1091,Never ever buy this card.I have a good financial knowledge and I can compare all the interest rate. This guys called me and said false information and misguided me. Its totally a fraudulent act but we cant go against this mafia gangs.,RBL-Bank-Fun-Credit-Card
1092,Do you guys beleive what interest rate this guys apply.Its way more than a local per day money financier.,RBL-Bank-Fun-Credit-Card
1093,7.63% / month on used amount. Which is around 91.56% per annum guys.They are a curse to human race in india.Middle class people never buy this card you may go to lower middle class or even poor.I am using sbi credit card axis credit card. Guys believe I have never paid etc money above used credit .I used to pay the whole money before due date. Thats really the best way to use credit cards.But this guys give statement with interest already added. they are really shame for india. definitely they will get paid for all the people curse in their life time.,RBL-Bank-Fun-Credit-Card
1094,"Some people are saying they didn't get reward points and such minor problems. Nothing against those reviews, but I think it is reducing the gravity of how un-imaginably terrible this RBL and its credit card is.  RBL people call every day and harass after the payment date to pay the already payed amount!.",RBL-Bank-Fun-Credit-Card
1095,"1st month I got this call from RBL agent and he said its my fault for paying through google pay & talked very rude as if I have done something illegal.(mind you they them self is offering this gateway, it's on their site)",RBL-Bank-Fun-Credit-Card
1096,"So I started using their recommended razorpay(which I do not wanna use, but forced by these people).",RBL-Bank-Fun-Credit-Card
1097,"But no change!. For a week they will call for the already payed money saying they didn't get it.( from different different agents and numbers, SMS, emails with treats that they will report you to credit raters and government.)",RBL-Bank-Fun-Credit-Card
1098,"They made me even pay 1 Rs many time again through their most user unfriendly site saying I didn't pay 10 paisa.(Kidd you not, not at all exaggerating). I pay entire money in their bill, I have no doubt, but they will call saying 10paisa is less!.",RBL-Bank-Fun-Credit-Card
1099,"I pay my bills on time, as I do not like drama not even a bit. But this people harass you to pay a bill that you already payed and this harassments continue for at least a week every single month.(that for just 3000rs emi bill. 1st thing I will do when I get some lump sum money is to close this and I think that's their aim since they will get all the fee and interests for free. I am sure there is some ulterior motive for this kind of harassment.)",RBL-Bank-Fun-Credit-Card
1100,"I usually do not write any reviews, but this harassment is so bad I need to scream it some where.",RBL-Bank-Fun-Credit-Card
1101,The card services are good.,RBL-Bank-Fun-Credit-Card
1102,But the redemption agency given the contract is a fraud agency!,RBL-Bank-Fun-Credit-Card
1103,That will never redem redeem your points and will not send the products to you.,RBL-Bank-Fun-Credit-Card
1104,Please set assured that you will never get points redeemed in any means.,RBL-Bank-Fun-Credit-Card
1105,Please do not go for this card if you are thinking about redemption.,RBL-Bank-Fun-Credit-Card
1106,Very fraud services of redemption of points.,RBL-Bank-Fun-Credit-Card
1107,I have approximately 65000 points I tried to redeem but the webmasters removed the credit points from the products so that the customer should not be aware about the credit points for redemption immediately when I started redeeming my points.,RBL-Bank-Fun-Credit-Card
1108,These people say the Rate of Interest is very less compared to other credit cards.,RBL-Bank-Fun-Credit-Card
1109,"But the thing is they charge you extra, as interest and financial charges.",RBL-Bank-Fun-Credit-Card
1110,"When I got to know about this fraud, I requested them to deactivate my card. And their executive said that the card is deactivated and I will not receive any call or email for annual maintenance changes.",RBL-Bank-Fun-Credit-Card
1111,"Now, every year I get a call and emails from their support saying the card is only blocked and not deactivated. And I should pay the maintenance changes even if I am not using the card.",RBL-Bank-Fun-Credit-Card
1112,"They say that I am not using the card for 2 years, and even then I should pay the maintenance fee.",RBL-Bank-Fun-Credit-Card
1113,"We cannot reach their customer care executive as they only have an IVR system that is of no use, because there is no option set for the card deactivation.",RBL-Bank-Fun-Credit-Card
1114,I recommend people not to use the RBL credit Card. As this card is co-branded with Bajaj Finserv which already has bad customer support.,RBL-Bank-Fun-Credit-Card
1115,"If you have any issues, you will not be able to reach any of the customer support executives, and you will end up paying more.",RBL-Bank-Fun-Credit-Card
1116,The worst card you can ever have.  They will do all mis selling,RBL-Bank-Fun-Credit-Card
1117,I was told 20000reward points as welcome gift if I spend 2000,RBL-Bank-Fun-Credit-Card
1118,But it is a lie,RBL-Bank-Fun-Credit-Card
1119,This is worst and poor bank I have ever seen for Rs.2000 they can harass you from 7am to 7pm at least 100 calls.no barrier for harassment/they can not run bank without 2000 rupees and after paying also they wont stop harassing never use any service from this bank if you love peace they can reach to your office fo 2000 rupees,RBL-Bank-Fun-Credit-Card
1120,Third Card Service we never recommend to my friends family and other. ridiculous Service continuously calling me for Payment follow which already Paid Around 70 to 100 Times getting calls from Different different Number its too much irritating I went to RBL bank Executive telling me you can call Customer care department why this people seating and bank again went to BAJAJ Finserv that People also telling me Customer care department I wanted to know why this people seating offices and why issueing Credit card the people if you are not getting help the Person but at the time of Payment follow up is on time seriously harassing to the Customer i don't know how the calculated Statement i am against with this Please don't take Credit card,RBL-Bank-Fun-Credit-Card
1121,"I purchased iPhone 14 October 23, at no cost emi but in statement they charged 16%p.a. interest, and told me  after paying all emi interest will be returned but after paying all emi they told me show your written proof that these emi are interest free. I am shocked ??.so please be alert before using kotak Mahindra Bank credit card.",Kotak-Mahindra-Bank-Visa-Credit-Card
1122,"I took Kotak PVR card , they promised that every month I will get free two per tickets but once I received that I got to know to get that I need to spend 15000 from this card every month. Even after spending 25000 from this card I didn't receive any voucher till now. No customer care also available.  Waited 15min in call but noone responded.  Never take kotak services.  They are fraud and making fools to customers.",Kotak-Mahindra-Bank-Visa-Credit-Card
1123,"From kotak bank continue call to by credit card I was opposing it, even though they convinced and promised lifetime free and high cash limit",Kotak-Mahindra-Bank-Visa-Credit-Card
1124,After first bill annual fees charged,Kotak-Mahindra-Bank-Visa-Credit-Card
1125,Very disappointed,Kotak-Mahindra-Bank-Visa-Credit-Card
1126,Kindly hold the promise.,Kotak-Mahindra-Bank-Visa-Credit-Card
1127,Bekar service hai credit card department ki faltu paisa charj karte hai koi sunta nahi customer ki batay sirf aapani sunate hai kabhi bhul se bhi na ley Credit Card kotak ki mujhe faltu abhi bhi paisa bharva rahe hai jo ki use bhi nahi kya police complen kiya bataya inko fir bhi nahi sune inlog,Kotak-Mahindra-Bank-Visa-Credit-Card
1128,"They don't bother even if u die, they just charge ur card like hellllll.",Kotak-Mahindra-Bank-Visa-Credit-Card
1129,They are charging me 3000 every month,Kotak-Mahindra-Bank-Visa-Credit-Card
1130,I am using kotak credit card for past 6-7months. Every time the bank is charging unwanted interest and charges. For 1000rs overdue they have charged around 7000rs plus tax this is unfair and they are cheating the customers with their charges.,Kotak-Mahindra-Bank-Visa-Credit-Card
1131,Worst experience I am facing with the kotak bank. Dont play with the customers money using the word charges.,Kotak-Mahindra-Bank-Visa-Credit-Card
1132,Chor and Third class bank. Public ko befkuf banakar lootnea ka business kar raha hai.,Kotak-Mahindra-Bank-Visa-Credit-Card
1133,Apnea according interest calculate karke public sea paisa niklwal rahe hai.,Kotak-Mahindra-Bank-Visa-Credit-Card
1134,"I recently got a Kotak Mahindra Bank Visa Credit Card, and I’m completely unsatisfied with the experience I have had so far. The process of getting the card was long and complicated, and I had to submit a lot of documents before my application was accepted. Even after that, I had to wait several weeks before I actually received my card.",Kotak-Mahindra-Bank-Visa-Credit-Card
1135,"Once I had my card, I was disappointed to find that the interest rate was much higher than I had expected. It was much higher than other credit cards I had looked at, so I was not happy with this. The rewards program that was advertised was also not as generous as I had hoped.",Kotak-Mahindra-Bank-Visa-Credit-Card
1136,"The customer service I received was also not great. When I called them to ask about the interest rates, I was told that I could not get any information and that I would have to speak to someone in person. I found this quite frustrating, as I had already spent enough time applying for the card.",Kotak-Mahindra-Bank-Visa-Credit-Card
1137,"The online banking system provided by the bank is also not as user friendly as I had expected. It is quite slow and unresponsive, and I often have to wait for a long time for my transactions to be processed.",Kotak-Mahindra-Bank-Visa-Credit-Card
1138,"Overall, I am very dissatisfied with the Kotak Mahindra.",Kotak-Mahindra-Bank-Visa-Credit-Card
1139,I got call from this number 93210 15066 to pay the dues which was showing error of payment and same was shared to them as screenshot. But the person was not listening. It was really not a big dues but I got several calls from credit card department to pay the dues which was not getting paid and was showing a error.,Kotak-Mahindra-Bank-Visa-Credit-Card
1140,At the moment I felt I have done a big crime and I was torchered for that.,Kotak-Mahindra-Bank-Visa-Credit-Card
1141,"In a frustration I told him that I will never buy anything from the credit card henceforth, he replied me saying- Sir pay the dues and block the card. This is the service of the bank. Hospitality does not exists here in this bank.",Kotak-Mahindra-Bank-Visa-Credit-Card
1142,"Work credit card experience, I will make sure I won't buy anything from this card henceforth.",Kotak-Mahindra-Bank-Visa-Credit-Card
1143,"This is third class kotak bank. Kotak Bank converts credit card money into EMI without asking the customer. And even a simple amount is converted to emi. That too without asking the customers. Converts even 1000 payments to EMI without asking the customer. this kotak bank has taken rs 25000 from me. very useless kotak bank. I want to tell you that even by mistake, don't get associated with Kotak Bank. 2 years will be very good with you then it will start its true color. Kotak Bank will make a poor customer a beggar. Credit cards are run by Kotak Bank people more than us, from where will the bank get more profit. We have the credit card in our hands to be seen, but the people of Kotak Bank do that. We will spend less and Kotak Bank converts it into EMI and earns more profit. What happens to the customer, even the coach has nothing to do with the bank.",Kotak-Mahindra-Bank-Visa-Credit-Card
1144,"This bank is too slow to respond to your queries. However, they start calling you 10 days before the due date of the credit card asking for payment, & that too 4-5 times a day.",Kotak-Mahindra-Bank-Visa-Credit-Card
1145,The customer care representatives are also rude sometimes.,Kotak-Mahindra-Bank-Visa-Credit-Card
1146,"Kotak Customer care are calling again and again on my mobile number for credit card payment reminder, as I do not have any credit card of Kotak Bank, even after so many reminders they are still not understanding and making me irritate.",Kotak-Mahindra-Bank-Visa-Credit-Card
1147,This will also disturb my business call.,Kotak-Mahindra-Bank-Visa-Credit-Card
1148,They are using abuse language and have no sense of talking with customers.,Kotak-Mahindra-Bank-Visa-Credit-Card
1149,What shall I call KOTAK IS A FRAUD BANK or do not have well educated persons in their bank.,Kotak-Mahindra-Bank-Visa-Credit-Card
1150,Take a serious action on this or I will make complaint against it and will ask for harassments charges from KOTAK,Kotak-Mahindra-Bank-Visa-Credit-Card
1151,TAKE NOTE OF IT SERIOUSLY,Kotak-Mahindra-Bank-Visa-Credit-Card
1152,The sales team calls you 5-6 times every day and force you to accept the card offer. After continuous 2 years of torcher and irritating calls I have accepted the card offer just to stop their irritating calls and be peaceful. They showed their real face once I accepted it. They have hidden charges that didn't reveal during the call. Once I have received and activated I got shocked. Be careful with these scammers. Never go with Kotak credit cards.,Kotak-Mahindra-Bank-Visa-Credit-Card
1153,After this incident I have immediately called the helpline and cancelled the card.,Kotak-Mahindra-Bank-Visa-Credit-Card
1154,Customer care starts calling you 10 days before due date asking for payment and that too 30-40 times a day..,Kotak-Mahindra-Bank-Visa-Credit-Card
1155,Third class and ridiculous bank and credit card.. Strictly no buy guys !!,Kotak-Mahindra-Bank-Visa-Credit-Card
1156,I clear all my due and close my credit card account and after almost 3 years they shows INR 5 RS outstanding which is impacting my CIBIL SCORE.,Kotak-Mahindra-Bank-Visa-Credit-Card
1157,Worst service no value for customers. I had applied for Debit card. They deducted the charges but till date I have not received the debit card at my residence address which I had requested. Tried to reach customer care number but they refused to provide services. It's very embarrassing the brand like Kotak Mahindra Bank has such a worst service. Now they have hot listed my card nor ready to refund my amount which they have debited from my account.,Kotak-Mahindra-Bank-Visa-Credit-Card
1158,While looting Indian customers has always been a good profit-making strategy for Indian Banks - Kotak Mahindra Bank is the biggest looter.,Kotak-Mahindra-Bank-Visa-Credit-Card
1159,"They have tons of negative fees & charges to trap you in their loopholes, consider my situation -",Kotak-Mahindra-Bank-Visa-Credit-Card
1160,I have been paying bills on time & this month I forgot to pay the full amount. Since I did not pay the full amount last month & have been using a credit card this month as well - my credit card limit for this month was about to die and I kept the account aside.,Kotak-Mahindra-Bank-Visa-Credit-Card
1161,"Being curious, I just checked into the CC statements & shocked by the deductions they have made, and all is done very strategically.",Kotak-Mahindra-Bank-Visa-Credit-Card
1162,They charged me two times as interest charges(the bill I did not fill last month) & GST additional on both the deductions.,Kotak-Mahindra-Bank-Visa-Credit-Card
1163,"Because of these deductions, my credit card went of the limit - without my knowledge & the KOTAK bank kept charging me with additional fees like -",Kotak-Mahindra-Bank-Visa-Credit-Card
1164,OVERLIMIT FEES - 500+ GST,Kotak-Mahindra-Bank-Visa-Credit-Card
1165,I am shocked because they didn't even care to inform me that my credit card is off the limit - and then kept on charging for this.,Kotak-Mahindra-Bank-Visa-Credit-Card
1166,The best part is that they will reverse some of the amounts but GST is irreversible.,Kotak-Mahindra-Bank-Visa-Credit-Card
1167,You are still at loss.,Kotak-Mahindra-Bank-Visa-Credit-Card
1168,Be aware of this bank -,Kotak-Mahindra-Bank-Visa-Credit-Card
1169,Open an account in HDFC or other banks,Kotak-Mahindra-Bank-Visa-Credit-Card
1170,They don't inform you every time when they deduct money,Kotak-Mahindra-Bank-Visa-Credit-Card
1171,They play mathematics games & keeps you charging more if your credit card is off-limit because of previous deductions they just made,Kotak-Mahindra-Bank-Visa-Credit-Card
1172,I would soon close my account with this bank - once I pay the bill.,Kotak-Mahindra-Bank-Visa-Credit-Card
1173,"Firstly, they will issue the Credit Card without much delay, however once you are boarded. They start playing their mathematical games.",Kotak-Mahindra-Bank-Visa-Credit-Card
1174,"Once you miss the payment date, they charge you a Late Fee bomb with GST. Once you appeal to revert the Late fee, they will never revert the GST unlike other CC companies.",Kotak-Mahindra-Bank-Visa-Credit-Card
1175,"I was shocked one day to find all of sudden a decrease in the Credit Limit that was offered to me.When asked they said, my CIBIL has dropped & that I have converted my amounts in Loans.So, they decreased my Credit Limit. I mean this is SHIT!",Kotak-Mahindra-Bank-Visa-Credit-Card
1176,"The reason why you need a CC, is to come out of a tricky financial situation. If I have abundant money in my bank account, why would I even use a Credit Card? This was unacceptable.",Kotak-Mahindra-Bank-Visa-Credit-Card
1177,"Secondly, after Corona lock-down. Due to loss of income, I had nearly exhausted my Credit Limit. No wonder, that I was paying my dues. But, the company in no time blocked my Credit Card from further usage. This is another SHIT!",Kotak-Mahindra-Bank-Visa-Credit-Card
1178,"It's like converting a Credit Card in a Loan account. Now, they call me to pay.i am paying regularly. The moment I default, they not only call but also threat to take legal action. As if I am a dumb sitting here unaware of laws. These bank people think their customers are fool. They can call & threat customers and send emails about Legal Action so customers will scare and pay out?",Kotak-Mahindra-Bank-Visa-Credit-Card
1179,"No wonder, that these illiterate collection executives have no manners or work ethics. Even their manager, so called Balaji Swami acts like a rant cunthead full of arrogance. It's high time the bank take action on their managers or improve Work Ethic.",Kotak-Mahindra-Bank-Visa-Credit-Card
1180,But now im not paying unless you unblock my card.,Kotak-Mahindra-Bank-Visa-Credit-Card
1181,My father opened a zero account balance in kotek mahendhra banks .the agent only said that the papers all about opening a zero  balance account because no need to pay.,Kotak-Mahindra-Bank-Visa-Credit-Card
1182,"It s been exactly an year till this February, the kotek mahendhra banks took 8925INR as a insurance premium. Now we ask the why did he applied for insurance? He said I attached insurance paper along the opening of zero account balance. Because my father is a illiterate, he took the benefit by cheating my father along with my father 2 friend s.",Kotak-Mahindra-Bank-Visa-Credit-Card
1183,"The shocking news is they didn't inform my father about the permission for taking the money from the bank account, no message, no customer call nothing.they are just became the frauds .",Kotak-Mahindra-Bank-Visa-Credit-Card
1184,Plz take care.,Kotak-Mahindra-Bank-Visa-Credit-Card
1185,Pathetic service as I have ever received from the credit card department. don't go with their cards.,Kotak-Mahindra-Bank-Visa-Credit-Card
1186,What is this kotak bank credit card department after payment of my card 7 days ago still I am receiving msgs that you guys have not received the payment,Kotak-Mahindra-Bank-Visa-Credit-Card
1187,what is cheap bank yaaar,Kotak-Mahindra-Bank-Visa-Credit-Card
1188,just stop these kind of irritating msgs.,Kotak-Mahindra-Bank-Visa-Credit-Card
1189,You guys are made.... why you people sending person at my door step,Kotak-Mahindra-Bank-Visa-Credit-Card
1190,Hraamjaado tumhare paise dene ke baad bhi tum yahan apni aisi taisi krvaane aate ho,Kotak-Mahindra-Bank-Visa-Credit-Card
1191,Agr Aaj ke baad aaye to Kutto ki fauj ko bulaa kr ktvaa dunga randi ke jano,Kotak-Mahindra-Bank-Visa-Credit-Card
1192,I had a card which was blocked by icici because I raised dispute with consulting me. Then I asked to send new card to nearest branch. Customer service told to raise this post card is embossed and I requested same. Still they sent the card to old address without sending to branch. Basically they have buch of fools in contact center so don't go by them. Cross check and avoid icici cards. They don't service we'll. It take 15 minutes to get someone on call,ICICI-Bank-Visa-Credit-Card
1193,"Even after clearing the complete outstanding Payment,  Bank has charged me ₹2574 SERVICE TAX, GST for 10 days. Really Annoying. No Useful in interacting with executive and Manager. Worst.",ICICI-Bank-Visa-Credit-Card
1194,"Very bad ICICI bank regarding cradit card. ICICI bank doing froud to customer. I have provided cradit card for zero charge. But after one year charge apply. How to pay, I am not able to pay this amount.",ICICI-Bank-Visa-Credit-Card
1195,If you want terrible times in life start applying ICIC BANK CREDIT CARD however I hope you want to live normal life never ever look into this company credit card,ICICI-Bank-Visa-Credit-Card
1196,there is no solution for any queries made from customers one of the worst customer service in this digital world I can assured you this types of institution will be gone soon,ICICI-Bank-Visa-Credit-Card
1197,ICICI provides one of the worst customer service of any company or banking system.,ICICI-Bank-Visa-Credit-Card
1198,It will keep you wait for more than hours.,ICICI-Bank-Visa-Credit-Card
1199,"Even after receiving the call , customer care agent will talk to you for a second and keep you on waiting for another long minutes.",ICICI-Bank-Visa-Credit-Card
1200,It will keep on happening but your problem won’t be solve at the end .,ICICI-Bank-Visa-Credit-Card
1201,One should avoid linking itself with ICICI banking systems. If I could give 0 star then I would have given 0 for the worst of the worst service. 1 star,ICICI-Bank-Visa-Credit-Card
1202,"I m a customer of icici bank from last 4 years, everything was going well , then they offered me a credit card and my bad time started.",ICICI-Bank-Visa-Credit-Card
1203,"In the starting they tell me about many of useful features about card, but as I spend card limits and fulfilled before billing date, my cibil was decreasing day by day.",ICICI-Bank-Visa-Credit-Card
1204,"The interest rates are also very very high and whenever I tries to talk to customer care executives, all the executive lines shows always very very busy and they also have no proper solutions for any of my issues and they also deducted a high amount of call rates. All these things boggles my mind morever.",ICICI-Bank-Visa-Credit-Card
1205,"Many times , they blocked my card when I m going to use at petrol stations without any specific reason.",ICICI-Bank-Visa-Credit-Card
1206,"After paying minimum dues, the total amount outstandings are same again and increases day by day.",ICICI-Bank-Visa-Credit-Card
1207,"Overall,  icici visa credit card is very bad thing for using, i've a worst experience with it. I'ld never suggest anyone to take this card and spoil your mind and cibil score.",ICICI-Bank-Visa-Credit-Card
1208,Unprofessional customer care support.even they don’t know how to speak with customer.,ICICI-Bank-Visa-Credit-Card
1209,bullshit credit card and their  silly jockers who provide customer support,ICICI-Bank-Visa-Credit-Card
1210,I had a very bad experience with ICICI credit card. They have offered a life time free credit card for mastero card and amex card. But once I got the card there was a joining fee charged. When contacted the customer they said that is an issue with bank and the fee will get reveresed only after 3 to 4 weeks and they said they can give only verbal confirmation. After waiting for such long once the fee is reverted they have cancelled the card without any prior notice . When we call the customer care they do kot repond or provude proper answer .Please do not opt for any icici credit card,ICICI-Bank-Visa-Credit-Card
1211,"Very bad service from the bank customer support, my card payment payment delay gue to limit issue they charged very high interest rate, and call for the calculation and bill query, they don't have the time to explain it they just say pay it they don't know regarding any interest payment details very  very pathetic teams are sitting in the support side better don't opt this bank/card service if they don't have time for customer",ICICI-Bank-Visa-Credit-Card
1212,"Very bad , do not opt for icici credit card.  useless customer care for 1 payment they took 3 times , to refund my own they don’t have answer , call to customer care / visit branch useless in ICICI , visited ICICI in RR ngr , no banking rules / no response, irresponsible ppl from icici, don’t go for icici",ICICI-Bank-Visa-Credit-Card
1213,ICICI Credit card is very very worest,ICICI-Bank-Visa-Credit-Card
1214,Lot of maintain charges,ICICI-Bank-Visa-Credit-Card
1215,Lot of fines,ICICI-Bank-Visa-Credit-Card
1216,GST,ICICI-Bank-Visa-Credit-Card
1217,THESE ARE VERY HIGH,ICICI-Bank-Visa-Credit-Card
1218,My suggestion is not use ICICI credit card,ICICI-Bank-Visa-Credit-Card
1219,Call to the customer care response is very careless,ICICI-Bank-Visa-Credit-Card
1220,My suggestions is that do not use ICICI credit card because of hectic  hidden charges & condition. Also there poor customer care communication & email of customer care has big problem i.e it is not delivered to ICICI without any reason and not getting reply from ICICI. Very bad experience.,ICICI-Bank-Visa-Credit-Card
1221,I have been using ICICI credit card since 3 years and the interest rates they charge is huge and they give fraud and fake promises. Never go with this card or any other services from ICICI.,ICICI-Bank-Visa-Credit-Card
1222,I have been using ICICI credit card since 5 years and by these days I realise that this is the worst service ever no matter whether it is ICICI or Lombard.Pathetic service provided by your customer care persons.Today is 4.3.23 and since 9'o clock in the morning till 12.30 in afternoon I have spoken to 5 people of ICICI customer care number bt everyone just heard my concern and said that they will call me back regarding my concern bt nobody calls.This is not done actually.We are working people and I don't have this much time that I keep on talking to you people for whole day..,ICICI-Bank-Visa-Credit-Card
